iter	Passed	Remaining
1672	20604	15813
1673	20618	15802
1674	20629	15789
1675	20633	15770
1676	20648	15760
1677	20663	15749
1678	20678	15739
1679	20693	15729
1680	20707	15718
1681	20711	15700
1682	20725	15688
1683	20740	15678
1684	20744	15659
1685	20752	15644
1686	20755	15625
1687	20761	15608
1688	20776	15597
1689	20780	15579
1690	20784	15560
1691	20788	15542
1692	20802	15531
1693	20806	15512
1694	20821	15502
1695	20827	15485
1696	20841	15474
1697	20848	15458
1698	20852	15439
1699	20867	15429
1700	20871	15410
1701	20886	15401
1702	20901	15390
1703	20917	15380
1704	20931	15370
1705	20935	15352
1706	20942	15335
1707	20947	15318
1708	20963	15308
1709	20966	15289
1710	20969	15270
1711	20980	15257
1712	20984	15238
1713	20999	15228
1714	21014	15218
1715	21030	15208
1716	21045	15198
1717	21060	15188
1718	21075	15178
1719	21090	15168
1720	21105	15157
1721	21119	15146
1722	21134	15136
1723	21143	15121
1724	21148	15104
1725	21164	15094
1726	21169	15077
1727	21182	15065
1728	21197	15055
1729	21212	15044
1730	21225	15033
1731	21240	15022
1732	21255	15012
1733	21270	15001
1734	21284	14991
1735	21298	14980
1736	21304	14963
1737	21318	14952
1738	21332	14941
1739	21337	14923
1740	21351	14913
1741	21366	14902
1742	21380	14891
1743	21396	14881
1744	21408	14869
1745	21413	14852
1746	21429	14842
1747	21444	14831
1748	21459	14821
1749	21474	14811
1750	21479	14793
1751	21490	14780
1752	21500	14766
1753	21503	14748
1754	21508	14730
1755	21522	14720
1756	21537	14709
1757	21552	14699
1758	21565	14687
1759	21580	14676
1760	21583	14658
1761	21598	14648
1762	21612	14637
1763	21627	14626
1764	21631	14608
1765	21645	14597
1766	21660	14587
1767	21673	14575
1768	21683	14561
1769	21698	14551
1770	21713	14541
1771	21723	14527
1772	21737	14516
1773	21751	14504
1774	21766	14494
1775	21780	14483
1776	21795	14473
1777	21810	14462
1778	21825	14452
1779	21840	14441
1780	21853	14429
1781	21867	14418
1782	21882	14408
1783	21885	14390
1784	21899	14378
1785	21914	14368
1786	21928	14357
1787	21944	14347
1788	21958	14336
1789	21966	14320
1790	21973	14305
1791	21987	14294
1792	21990	14276
1793	21998	14261
1794	22005	14245
1795	22020	14234
1796	22033	14223
1797	22048	14212
1798	22063	14202
1799	22079	14191
1800	22093	14180
1801	22107	14169
1802	22122	14159
1803	22137	14148
1804	22141	14131
1805	22157	14121
1806	22172	14110
1807	22187	14100
1808	22202	14089
1809	22208	14073
1810	22222	14062
1811	22238	14052
1812	22245	14037
1813	22252	14021
1814	22267	14010
1815	22282	14000
1816	22297	13989
1817	22300	13971
1818	22315	13960
1819	22329	13949
1820	22343	13938
1821	22357	13927
1822	22372	13916
1823	22378	13900
1824	22392	13889
1825	22396	13871
1826	22410	13861
1827	22417	13845
1828	22431	13834
1829	22447	13824
1830	22462	13813
1831	22477	13803
1832	22492	13792
1833	22507	13782
1834	22521	13770
1835	22535	13759
1836	22549	13748
1837	22565	13737
1838	22578	13726
1839	22593	13715
1840	22598	13698
1841	22600	13680
1842	22615	13669
1843	22621	13653
1844	22636	13643
1845	22641	13626
1846	22656	13615
1847	22669	13604
1848	22684	13593
1849	22699	13583
1850	22703	13565
1851	22718	13555
1852	22734	13544
1853	22748	13533
1854	22762	13522
1855	22776	13511
1856	22791	13500
1857	22798	13485
1858	22814	13475
1859	22829	13464
1860	22844	13454
1861	22859	13443
1862	22874	13432
1863	22888	13421
1864	22891	13403
1865	22906	13392
1866	22920	13381
1867	22935	13370
1868	22950	13360
1869	22965	13349
1870	22969	13332
1871	22983	13321
1872	22998	13310
1873	23002	13293
1874	23016	13282
1875	23031	13271
1876	23047	13261
1877	23050	13243
1878	23065	13232
1879	23079	13221
1880	23094	13210
1881	23108	13199
1882	23123	13188
1883	23126	13171
1884	23134	13156
1885	23149	13145
1886	23164	13135
1887	23169	13118
1888	23174	13102
1889	23178	13085
1890	23192	13074
1891	23206	13063
1892	23215	13049
1893	23219	13032
1894	23235	13021
1895	23250	13011
1896	23265	13000
1897	23280	12989
1898	23295	12978
1899	23299	12961
1900	23315	12951
1901	23318	12934
1902	23334	12923
1903	23348	12912
1904	23363	12902
1905	23370	12886
1906	23384	12875
1907	23398	12864
1908	23413	12853
1909	23428	12843
1910	23444	12832
1911	23459	12821
1912	23463	12804
1913	23477	12793
1914	23491	12782
1915	23506	12771
1916	23514	12756
1917	23527	12745
1918	23543	12734
1919	23558	12723
1920	23574	12713
1921	23589	12702
1922	23603	12691
1923	23618	12680
1924	23633	12669
1925	23648	12659
1926	23653	12642
1927	23668	12631
1928	23672	12615
1929	23687	12604
1930	23703	12594
1931	23717	12583
1932	23733	12572
1933	23747	12561
1934	23763	12550
1935	23768	12534
1936	23782	12523
1937	23787	12507
1938	23800	12495
1939	23815	12484
1940	23818	12467
1941	23833	12456
1942	23846	12445
1943	23860	12433
1944	23876	12423
1945	23889	12411
1946	23904	12400
1947	23918	12389
1948	23933	12378
1949	23947	12366
1950	23963	12356
1951	23967	12339
1952	23982	12328
1953	23996	12317
1954	24012	12307
1955	24016	12290
1956	24030	12279
1957	24045	12268
1958	24050	12252
1959	24055	12236
1960	24070	12225
1961	24085	12214
1962	24089	12198
1963	24104	12187
1964	24117	12175
1965	24121	12159
1966	24128	12143
1967	24141	12132
1968	24156	12121
1969	24159	12104
1970	24174	12093
1971	24188	12082
1972	24203	12070
1973	24206	12054
1974	24221	12043
1975	24224	12026
1976	24230	12011
1977	24245	12000
1978	24259	11989
1979	24273	11977
1980	24287	11966
1981	24301	11954
1982	24316	11943
1983	24330	11932
1984	24335	11916
1985	24349	11904
1986	24355	11889
1987	24369	11878
1988	24384	11867
1989	24399	11856
1990	24414	11845
1991	24418	11829
1992	24432	11818
1993	24437	11802
1994	24452	11791
1995	24467	11779
1996	24471	11763
1997	24486	11752
1998	24501	11741
1999	24508	11727
2000	24513	11711
2001	24528	11700
2002	24542	11689
2003	24557	11678
2004	24572	11667
2005	24587	11656
2006	24602	11645
2007	24617	11634
2008	24632	11623
2009	24647	11612
2010	24661	11601
2011	24664	11584
2012	24668	11568
2013	24683	11557
2014	24696	11545
2015	24699	11528
2016	24705	11513
2017	24719	11502
2018	24734	11491
2019	24750	11480
2020	24765	11469
2021	24768	11453
2022	24772	11437
2023	24786	11425
2024	24801	11414
2025	24815	11403
2026	24820	11387
2027	24834	11376
2028	24848	11365
2029	24863	11353
2030	24876	11342
2031	24891	11331
2032	24905	11319
2033	24919	11308
2034	24927	11293
2035	24941	11282
2036	24945	11266
2037	24960	11255
2038	24974	11244
2039	24990	11233
2040	25005	11222
2041	25008	11206
2042	25023	11194
2043	25038	11183
2044	25053	11173
2045	25068	11161
2046	25073	11146
2047	25077	11130
2048	25084	11115
2049	25098	11104
2050	25102	11088
2051	25118	11077
2052	25132	11066
2053	25136	11050
2054	25152	11040
2055	25155	11024
2056	25170	11013
2057	25179	10999
2058	25183	10983
2059	25198	10972
2060	25211	10960
2061	25226	10949
2062	25240	10938
2063	25245	10922
2064	25260	10911
2065	25263	10895
2066	25278	10884
2067	25281	10868
2068	25296	10857
2069	25305	10843
2070	25320	10832
2071	25324	10816
2072	25337	10804
2073	25340	10788
2074	25355	10777
2075	25371	10766
2076	25386	10755
2077	25402	10745
2078	25412	10732
2079	25428	10721
2080	25442	10710
2081	25457	10699
2082	25472	10687
2083	25485	10676
2084	25499	10664
2085	25515	10653
2086	25518	10637
2087	25522	10622
2088	25537	10611
2089	25552	10600
2090	25562	10587
2091	25578	10576
2092	25584	10561
2093	25598	10550
2094	25603	10534
2095	25618	10523
2096	25633	10512
2097	25646	10500
2098	25662	10489
2099	25665	10474
2100	25681	10463
2101	25696	10452
2102	25709	10440
2103	25724	10429
2104	25738	10417
2105	25753	10406
2106	25768	10395
2107	25773	10380
2108	25787	10368
2109	25792	10353
2110	25805	10341
2111	25809	10326
2112	25824	10314
2113	25831	10300
2114	25845	10289
2115	25861	10278
2116	25874	10266
2117	25890	10255
2118	25903	10244
2119	25918	10232
2120	25931	10220
2121	25947	10210
2122	25962	10199
2123	25976	10187
2124	25991	10176
2125	26004	10164
2126	26019	10153
2127	26035	10142
2128	26049	10130
2129	26052	10115
2130	26066	10103
2131	26069	10088
2132	26075	10073
2133	26080	10058
2134	26095	10047
2135	26110	10035
2136	26124	10024
2137	26138	10012
2138	26153	10001
2139	26167	9990
2140	26182	9979
2141	26188	9964
2142	26202	9952
2143	26217	9941
2144	26232	9930
2145	26237	9915
2146	26251	9903
2147	26266	9892
2148	26269	9877
2149	26284	9865
2150	26299	9854
2151	26313	9843
2152	26327	9831
2153	26331	9816
2154	26345	9804
2155	26349	9789
2156	26358	9776
2157	26364	9761
2158	26379	9750
2159	26393	9738
2160	26402	9725
2161	26405	9709
2162	26420	9698
2163	26432	9686
2164	26436	9670
2165	26439	9655
2166	26454	9644
2167	26470	9633
2168	26474	9618
2169	26489	9607
2170	26504	9595
2171	26520	9584
2172	26534	9573
2173	26540	9558
2174	26554	9547
2175	26564	9534
2176	26578	9522
2177	26593	9511
2178	26597	9496
2179	26612	9485
2180	26627	9474
2181	26631	9458
2182	26645	9447
2183	26651	9432
2184	26666	9421
2185	26679	9409
2186	26695	9399
2187	26699	9383
2188	26714	9372
2189	26730	9361
2190	26733	9346
2191	26747	9334
2192	26761	9323
2193	26776	9311
2194	26790	9300
2195	26800	9287
2196	26816	9276
2197	26831	9265
2198	26846	9253
2199	26861	9242
2200	26876	9231
2201	26892	9220
2202	26906	9209
2203	26922	9198
2204	26936	9186
2205	26951	9175
2206	26955	9160
2207	26970	9148
2208	26985	9137
2209	26999	9126
2210	27014	9114
2211	27030	9103
2212	27045	9092
2213	27060	9081
2214	27075	9070
2215	27090	9058
2216	27106	9047
2217	27113	9033
2218	27128	9022
2219	27144	9011
2220	27157	8999
2221	27171	8987
2222	27185	8976
2223	27201	8965
2224	27208	8951
2225	27223	8939
2226	27237	8928
2227	27252	8916
2228	27255	8901
2229	27270	8890
2230	27285	8879
2231	27288	8864
2232	27293	8849
2233	27297	8834
2234	27311	8822
2235	27326	8811
2236	27341	8800
2237	27355	8788
2238	27358	8773
2239	27373	8762
2240	27388	8750
2241	27403	8739
2242	27418	8727
2243	27431	8715
2244	27446	8704
2245	27452	8690
2246	27459	8676
2247	27474	8665
2248	27486	8652
2249	27501	8641
2250	27516	8630
2251	27530	8618
2252	27545	8607
2253	27551	8592
2254	27567	8581
2255	27577	8569
2256	27586	8555
2257	27602	8544
2258	27617	8533
2259	27620	8518
2260	27635	8507
2261	27638	8492
2262	27654	8480
2263	27668	8469
2264	27683	8457
2265	27698	8446
2266	27712	8434
2267	27727	8423
2268	27742	8412
2269	27757	8400
2270	27766	8387
2271	27782	8376
2272	27797	8365
2273	27812	8353
2274	27827	8342
2275	27833	8328
2276	27847	8316
2277	27863	8305
2278	27878	8293
2279	27893	8282
2280	27907	8270
2281	27913	8256
2282	27917	8241
2283	27931	8230
2284	27936	8215
2285	27952	8204
2286	27965	8192
2287	27970	8178
2288	27984	8166
2289	27999	8155
2290	28002	8140
2291	28008	8126
2292	28022	8114
2293	28038	8103
2294	28047	8090
2295	28057	8077
2296	28060	8062
2297	28064	8048
2298	28077	8036
2299	28082	8021
2300	28097	8010
2301	28111	7998
2302	28115	7984
2303	28130	7972
2304	28144	7961
2305	28147	7946
2306	28161	7934
2307	28169	7921
2308	28183	7909
2309	28193	7896
2310	28207	7884
2311	28213	7871
2312	28227	7859
2313	28241	7847
2314	28256	7836
2315	28271	7824
2316	28286	7813
2317	28300	7801
2318	28314	7789
2319	28328	7778
2320	28338	7765
2321	28342	7750
2322	28356	7739
2323	28370	7727
2324	28385	7715
2325	28389	7701
2326	28405	7690
2327	28420	7678
2328	28435	7667
2329	28448	7655
2330	28463	7644
2331	28467	7629
2332	28477	7616
2333	28491	7605
2334	28507	7593
2335	28522	7582
2336	28537	7570
2337	28548	7558
2338	28552	7544
2339	28557	7529
2340	28573	7518
2341	28589	7507
2342	28603	7495
2343	28618	7484
2344	28624	7470
2345	28633	7457
2346	28647	7445
2347	28662	7434
2348	28676	7422
2349	28691	7410
2350	28704	7399
2351	28719	7387
2352	28733	7375
2353	28748	7364
2354	28752	7349
2355	28765	7338
2356	28781	7326
2357	28784	7312
2358	28799	7300
2359	28802	7286
2360	28809	7272
2361	28815	7258
2362	28829	7247
2363	28835	7233
2364	28849	7221
2365	28854	7207
2366	28869	7195
2367	28885	7184
2368	28898	7172
2369	28914	7161
2370	28929	7149
2371	28943	7138
2372	28954	7125
2373	28958	7111
2374	28973	7099
2375	28977	7085
2376	28990	7073
2377	29005	7062
2378	29020	7050
2379	29035	7039
2380	29049	7027
2381	29064	7015
2382	29077	7003
2383	29091	6992
2384	29106	6980
2385	29116	6967
2386	29131	6956
2387	29135	6942
2388	29151	6930
2389	29165	6919
2390	29180	6907
2391	29194	6895
2392	29208	6884
2393	29223	6872
2394	29229	6858
2395	29243	6847
2396	29248	6833
2397	29264	6821
2398	29279	6810
2399	29293	6798
2400	29307	6786
2401	29319	6774
2402	29334	6762
2403	29349	6751
2404	29363	6739
2405	29377	6727
2406	29392	6716
2407	29402	6703
2408	29417	6691
2409	29429	6679
2410	29444	6668
2411	29457	6656
2412	29471	6644
2413	29485	6632
2414	29499	6620
2415	29514	6609
2416	29521	6595
2417	29536	6584
2418	29551	6572
2419	29566	6560
2420	29570	6546
2421	29585	6535
2422	29590	6521
2423	29604	6509
2424	29619	6497
2425	29634	6486
2426	29648	6474
2427	29664	6463
2428	29678	6451
2429	29694	6439
2430	29709	6428
2431	29713	6414
2432	29728	6402
2433	29742	6390
2434	29757	6379
2435	29772	6367
2436	29778	6354
2437	29793	6342
2438	29808	6330
2439	29819	6318
2440	29826	6304
2441	29840	6293
2442	29851	6280
2443	29866	6269
2444	29880	6257
2445	29895	6245
2446	29909	6233
2447	29924	6222
2448	29939	6210
2449	29951	6198
2450	29967	6186
2451	29970	6172
2452	29985	6160
2453	29999	6149
2454	30004	6135
2455	30018	6123
2456	30033	6111
2457	30047	6099
2458	30061	6088
2459	30076	6076
2460	30091	6064
2461	30105	6052
2462	30119	6041
2463	30134	6029
2464	30148	6017
2465	30153	6003
2466	30167	5991
2467	30182	5980
2468	30196	5968
2469	30211	5956
2470	30225	5944
2471	30240	5933
2472	30254	5921
2473	30267	5909
2474	30281	5897
2475	30295	5885
2476	30310	5873
2477	30321	5861
2478	30336	5849
2479	30343	5836
2480	30354	5823
2481	30361	5810
2482	30376	5798
2483	30391	5787
2484	30405	5775
2485	30419	5763
2486	30434	5751
2487	30444	5738
2488	30458	5727
2489	30473	5715
2490	30485	5702
2491	30499	5691
2492	30515	5679
2493	30529	5667
2494	30543	5655
2495	30558	5644
2496	30573	5632
2497	30577	5618
2498	30591	5606
2499	30606	5594
2500	30620	5583
2501	30635	5571
2502	30639	5557
2503	30654	5545
2504	30669	5533
2505	30675	5520
2506	30680	5507
2507	30695	5495
2508	30709	5483
2509	30724	5471
2510	30737	5459
2511	30752	5447
2512	30761	5435
2513	30765	5421
2514	30780	5409
2515	30795	5397
2516	30809	5385
2517	30824	5374
2518	30839	5362
2519	30853	5350
2520	30865	5338
2521	30870	5324
2522	30883	5312
2523	30888	5299
2524	30902	5287
2525	30916	5275
2526	30931	5263
2527	30946	5251
2528	30961	5239
2529	30976	5227
2530	30991	5216
2531	31006	5204
2532	31016	5191
2533	31031	5180
2534	31046	5168
2535	31053	5155
2536	31067	5143
2537	31082	5131
2538	31096	5119
2539	31108	5107
2540	31122	5095
2541	31136	5083
2542	31140	5069
2543	31155	5057
2544	31170	5046
2545	31179	5033
2546	31194	5021
2547	31209	5009
2548	31223	4997
2549	31229	4984
2550	31243	4972
2551	31248	4959
2552	31261	4947
2553	31276	4935
2554	31291	4923
2555	31305	4911
2556	31320	4899
2557	31335	4887
2558	31350	4875
2559	31365	4864
2560	31380	4852
2561	31394	4840
2562	31400	4827
2563	31405	4813
2564	31409	4800
2565	31424	4788
2566	31438	4776
2567	31453	4764
2568	31468	4752
2569	31482	4740
2570	31497	4728
2571	31512	4717
2572	31515	4703
2573	31529	4691
2574	31545	4679
2575	31559	4667
2576	31574	4655
2577	31589	4644
2578	31603	4632
2579	31616	4619
2580	31631	4608
2581	31645	4596
2582	31660	4584
2583	31675	4572
2584	31690	4560
2585	31699	4547
2586	31714	4535
2587	31729	4523
2588	31744	4512
2589	31758	4500
2590	31773	4488
2591	31789	4476
2592	31804	4464
2593	31814	4452
2594	31828	4440
2595	31842	4428
2596	31856	4416
2597	31872	4404
2598	31887	4392
2599	31901	4380
2600	31917	4368
2601	31922	4355
2602	31937	4343
2603	31952	4331
2604	31960	4318
2605	31974	4306
2606	31990	4294
2607	31999	4282
2608	32013	4270
2609	32028	4258
2610	32042	4246
2611	32056	4234
2612	32072	4222
2613	32087	4210
2614	32101	4198
2615	32116	4186
2616	32130	4174
2617	32145	4162
2618	32160	4150
2619	32164	4137
2620	32178	4125
2621	32193	4113
2622	32208	4101
2623	32221	4089
2624	32236	4077
2625	32252	4065
2626	32267	4053
2627	32282	4041
2628	32296	4029
2629	32312	4017
2630	32326	4005
2631	32334	3992
2632	32349	3980
2633	32353	3967
2634	32356	3954
2635	32361	3940
2636	32377	3929
2637	32392	3917
2638	32407	3905
2639	32421	3893
2640	32428	3880
2641	32435	3867
2642	32451	3855
2643	32464	3843
2644	32478	3831
2645	32493	3819
2646	32507	3807
2647	32523	3795
2648	32538	3783
2649	32553	3771
2650	32566	3759
2651	32570	3745
2652	32584	3733
2653	32599	3721
2654	32614	3709
2655	32629	3697
2656	32643	3685
2657	32658	3673
2658	32672	3661
2659	32688	3649
2660	32702	3637
2661	32717	3625
2662	32732	3613
2663	32746	3601
2664	32761	3589
2665	32775	3577
2666	32790	3565
2667	32805	3553
2668	32820	3541
2669	32836	3529
2670	32851	3517
2671	32866	3505
2672	32881	3493
2673	32896	3481
2674	32909	3469
2675	32924	3457
2676	32937	3445
2677	32953	3433
2678	32960	3420
2679	32975	3408
2680	32990	3396
2681	33005	3384
2682	33008	3370
2683	33023	3358
2684	33037	3346
2685	33052	3334
2686	33056	3321
2687	33070	3309
2688	33084	3297
2689	33098	3285
2690	33112	3273
2691	33128	3261
2692	33133	3248
2693	33139	3235
2694	33142	3221
2695	33156	3209
2696	33171	3197
2697	33186	3185
2698	33201	3173
2699	33214	3161
2700	33226	3149
2701	33230	3136
2702	33233	3122
2703	33248	3110
2704	33262	3098
2705	33278	3086
2706	33291	3074
2707	33296	3061
2708	33311	3049
2709	33326	3037
2710	33340	3025
2711	33355	3013
2712	33369	3001
2713	33383	2989
2714	33397	2976
2715	33402	2963
2716	33416	2951
2717	33419	2938
2718	33433	2926
2719	33448	2914
2720	33463	2902
2721	33470	2889
2722	33486	2877
2723	33491	2864
2724	33506	2852
2725	33512	2839
2726	33527	2827
2727	33531	2814
2728	33546	2802
2729	33561	2790
2730	33576	2778
2731	33580	2765
2732	33594	2753
2733	33609	2741
2734	33614	2728
2735	33628	2716
2736	33632	2703
2737	33642	2690
2738	33657	2678
2739	33672	2666
2740	33679	2654
2741	33688	2641
2742	33703	2629
2743	33717	2617
2744	33732	2605
2745	33747	2593
2746	33753	2580
2747	33767	2568
2748	33771	2555
2749	33777	2542
2750	33793	2530
2751	33808	2518
2752	33819	2506
2753	33834	2493
2754	33837	2481
2755	33848	2468
2756	33862	2456
2757	33876	2444
2758	33886	2431
2759	33890	2418
2760	33900	2406
2761	33905	2393
2762	33920	2381
2763	33934	2369
2764	33948	2357
2765	33952	2344
2766	33967	2332
2767	33981	2320
2768	33989	2307
2769	33994	2294
2770	33999	2282
2771	34014	2270
2772	34028	2257
2773	34043	2245
2774	34057	2233
2775	34072	2221
2776	34075	2208
2777	34089	2196
2778	34104	2184
2779	34119	2172
2780	34133	2160
2781	34136	2147
2782	34152	2135
2783	34166	2123
2784	34181	2111
2785	34186	2098
2786	34190	2085
2787	34205	2073
2788	34220	2061
2789	34235	2049
2790	34249	2037
2791	34265	2024
2792	34279	2012
2793	34293	2000
2794	34304	1988
2795	34318	1976
2796	34332	1963
2797	34346	1951
2798	34360	1939
2799	34375	1927
2800	34390	1915
2801	34404	1903
2802	34420	1891
2803	34435	1878
2804	34439	1866
2805	34454	1854
2806	34467	1841
2807	34471	1829
2808	34485	1816
2809	34501	1804
2810	34515	1792
2811	34531	1780
2812	34546	1768
2813	34549	1755
2814	34564	1743
2815	34580	1731
2816	34594	1719
2817	34609	1707
2818	34623	1694
2819	34637	1682
2820	34652	1670
2821	34666	1658
2822	34670	1645
2823	34673	1632
2824	34687	1620
2825	34702	1608
2826	34717	1596
2827	34726	1584
2828	34729	1571
2829	34744	1559
2830	34751	1546
2831	34763	1534
2832	34778	1522
2833	34792	1510
2834	34808	1497
2835	34821	1485
2836	34837	1473
2837	34851	1461
2838	34866	1449
2839	34880	1436
2840	34896	1424
2841	34911	1412
2842	34925	1400
2843	34930	1387
2844	34945	1375
2845	34960	1363
2846	34963	1350
2847	34977	1338
2848	34991	1326
2849	34995	1313
2850	35002	1301
2851	35007	1288
2852	35021	1276
2853	35032	1264
2854	35046	1252
2855	35060	1239
2856	35074	1227
2857	35088	1215
2858	35093	1202
2859	35106	1190
2860	35121	1178
2861	35136	1166
2862	35151	1154
2863	35167	1141
2864	35171	1129
2865	35186	1117
2866	35200	1105
2867	35216	1092
2868	35219	1080
2869	35223	1067
2870	35238	1055
2871	35252	1043
2872	35255	1030
2873	35270	1018
2874	35285	1006
2875	35290	993
2876	35305	981
2877	35319	969
2878	35335	957
2879	35350	945
2880	35361	932
2881	35376	920
2882	35392	908
2883	35406	896
2884	35421	884
2885	35435	871
2886	35450	859
2887	35464	847
2888	35480	835
2889	35494	822
2890	35509	810
2891	35523	798
2892	35538	786
2893	35552	773
2894	35563	761
2895	35578	749
2896	35592	737
2897	35607	724
2898	35623	712
2899	35638	700
2900	35652	688
2901	35667	675
2902	35674	663
2903	35688	651
2904	35703	639
2905	35718	626
2906	35733	614
2907	35748	602
2908	35751	589
2909	35756	577
2910	35771	565
2911	35786	553
2912	35801	540
2913	35815	528
2914	35830	516
2915	35844	503
2916	35858	491
2917	35861	479
2918	35875	467
2919	35878	454
2920	35894	442
2921	35909	430
2922	35924	417
2923	35938	405
2924	35953	393
2925	35968	381
2926	35974	368
2927	35989	356
2928	36003	344
2929	36018	331
2930	36021	319
2931	36034	307
2932	36049	294
2933	36064	282
2934	36067	270
2935	36082	258
2936	36097	245
2937	36110	233
2938	36125	221
2939	36139	208
2940	36142	196
2941	36153	184
2942	36168	172
2943	36182	159
2944	36197	147
2945	36213	135
2946	36227	122
2947	36241	110
2948	36256	98
2949	36271	86
2950	36275	73
2951	36290	61
2952	36299	49
2953	36314	36
2954	36330	24
2955	36344	12
2956	36359	0
