iter	Passed	Remaining
792	9611	26229
793	9626	26225
794	9641	26220
795	9656	26216
796	9671	26211
797	9687	26209
798	9703	26207
799	9718	26202
800	9732	26197
801	9747	26191
802	9762	26186
803	9776	26179
804	9792	26176
805	9807	26173
806	9821	26167
807	9836	26161
808	9851	26156
809	9865	26150
810	9881	26146
811	9895	26139
812	9909	26134
813	9924	26128
814	9939	26123
815	9952	26112
816	9957	26081
817	9971	26073
818	9986	26070
819	10000	26061
820	10014	26054
821	10028	26047
822	10043	26042
823	10058	26036
824	10073	26031
825	10079	26003
826	10084	25974
827	10099	25968
828	10105	25939
829	10120	25934
830	10135	25929
831	10150	25924
832	10156	25896
833	10171	25891
834	10184	25882
835	10199	25876
836	10214	25871
837	10218	25838
838	10233	25834
839	10248	25828
840	10260	25817
841	10275	25810
842	10289	25803
843	10294	25773
844	10299	25742
845	10314	25736
846	10329	25731
847	10343	25725
848	10350	25700
849	10366	25696
850	10381	25692
851	10396	25687
852	10411	25680
853	10416	25650
854	10421	25620
855	10435	25613
856	10442	25589
857	10446	25555
858	10450	25524
859	10454	25490
860	10457	25457
861	10472	25451
862	10487	25446
863	10494	25422
864	10508	25413
865	10517	25395
866	10521	25362
867	10535	25356
868	10551	25353
869	10565	25344
870	10579	25336
871	10593	25329
872	10609	25325
873	10623	25319
874	10638	25312
875	10652	25306
876	10667	25300
877	10672	25270
878	10686	25263
879	10700	25256
880	10715	25249
881	10731	25246
882	10745	25239
883	10762	25237
884	10776	25229
885	10791	25225
886	10806	25218
887	10821	25213
888	10836	25208
889	10852	25203
890	10866	25197
891	10873	25171
892	10877	25140
893	10891	25132
894	10904	25124
895	10920	25118
896	10934	25112
897	10938	25081
898	10952	25073
899	10959	25047
900	10972	25038
901	10988	25034
902	10998	25017
903	11013	25011
904	11027	25004
905	11042	24996
906	11055	24988
907	11069	24979
908	11073	24948
909	11087	24940
910	11102	24934
911	11105	24901
912	11120	24896
913	11128	24874
914	11135	24851
915	11139	24821
916	11155	24816
917	11159	24786
918	11173	24779
919	11180	24755
920	11194	24745
921	11200	24720
922	11207	24696
923	11220	24687
924	11234	24679
925	11249	24673
926	11264	24667
927	11267	24636
928	11282	24629
929	11285	24598
930	11290	24569
931	11303	24559
932	11318	24553
933	11328	24537
934	11342	24529
935	11357	24523
936	11372	24516
937	11386	24509
938	11400	24501
939	11404	24470
940	11408	24441
941	11423	24434
942	11438	24428
943	11452	24421
944	11467	24416
945	11483	24411
946	11497	24403
947	11502	24376
948	11517	24369
949	11532	24364
950	11536	24334
951	11550	24327
952	11564	24318
953	11579	24311
954	11595	24307
955	11611	24303
956	11614	24273
957	11624	24256
958	11640	24251
959	11654	24244
960	11660	24218
961	11675	24212
962	11688	24202
963	11703	24195
964	11718	24189
965	11727	24170
966	11741	24163
967	11756	24156
968	11771	24150
969	11775	24120
970	11789	24112
971	11804	24106
972	11818	24099
973	11823	24070
974	11827	24043
975	11842	24036
976	11856	24027
977	11860	24000
978	11875	23993
979	11881	23969
980	11896	23962
981	11899	23933
982	11914	23926
983	11929	23919
984	11943	23911
985	11957	23903
986	11973	23897
987	11988	23891
988	12003	23886
989	12015	23873
990	12030	23866
991	12044	23858
992	12050	23833
993	12064	23826
994	12079	23819
995	12094	23811
996	12108	23804
997	12113	23777
998	12127	23769
999	12141	23760
1000	12144	23730
1001	12158	23721
1002	12173	23716
1003	12189	23710
1004	12203	23701
1005	12218	23695
1006	12232	23688
1007	12247	23681
1008	12262	23673
1009	12276	23666
1010	12291	23659
1011	12302	23645
1012	12318	23639
1013	12333	23633
1014	12349	23627
1015	12364	23621
1016	12379	23614
1017	12394	23607
1018	12409	23600
1019	12412	23572
1020	12427	23564
1021	12441	23556
1022	12444	23527
1023	12458	23517
1024	12472	23508
1025	12487	23501
1026	12501	23493
1027	12505	23465
1028	12511	23442
1029	12526	23434
1030	12540	23427
1031	12555	23420
1032	12571	23414
1033	12586	23408
1034	12601	23401
1035	12614	23390
1036	12628	23382
1037	12641	23371
1038	12656	23363
1039	12670	23355
1040	12685	23348
1041	12700	23340
1042	12715	23334
1043	12730	23327
1044	12744	23318
1045	12759	23310
1046	12762	23282
1047	12777	23275
1048	12792	23268
1049	12795	23239
1050	12810	23231
1051	12825	23224
1052	12828	23196
1053	12843	23189
1054	12847	23162
1055	12853	23138
1056	12868	23130
1057	12882	23122
1058	12896	23114
1059	12912	23107
1060	12927	23100
1061	12941	23093
1062	12957	23087
1063	12961	23059
1064	12975	23051
1065	12990	23044
1066	13000	23027
1067	13014	23019
1068	13029	23011
1069	13044	23003
1070	13057	22994
1071	13067	22978
1072	13082	22970
1073	13097	22963
1074	13112	22956
1075	13128	22950
1076	13144	22944
1077	13159	22937
1078	13174	22929
1079	13189	22922
1080	13204	22914
1081	13219	22907
1082	13233	22899
1083	13238	22874
1084	13242	22848
1085	13258	22841
1086	13261	22814
1087	13275	22804
1088	13289	22796
1089	13299	22779
1090	13313	22771
1091	13327	22761
1092	13341	22753
1093	13356	22744
1094	13370	22736
1095	13384	22727
1096	13391	22706
1097	13406	22698
1098	13418	22686
1099	13434	22679
1100	13447	22669
1101	13462	22661
1102	13467	22637
1103	13481	22627
1104	13486	22603
1105	13489	22576
1106	13493	22549
1107	13496	22523
1108	13511	22514
1109	13522	22500
1110	13537	22493
1111	13552	22485
1112	13568	22480
1113	13583	22472
1114	13598	22465
1115	13601	22437
1116	13615	22428
1117	13628	22418
1118	13644	22410
1119	13647	22384
1120	13661	22375
1121	13671	22359
1122	13687	22352
1123	13701	22344
1124	13716	22335
1125	13721	22312
1126	13735	22303
1127	13750	22295
1128	13764	22287
1129	13772	22267
1130	13786	22258
1131	13801	22250
1132	13816	22242
1133	13831	22234
1134	13846	22226
1135	13860	22218
1136	13864	22193
1137	13879	22184
1138	13888	22168
1139	13903	22160
1140	13906	22133
1141	13920	22124
1142	13935	22116
1143	13951	22109
1144	13965	22100
1145	13979	22092
1146	13994	22083
1147	14000	22061
1148	14014	22052
1149	14028	22043
1150	14043	22034
1151	14058	22026
1152	14072	22017
1153	14087	22010
1154	14091	21984
1155	14106	21976
1156	14121	21968
1157	14136	21961
1158	14150	21952
1159	14166	21946
1160	14181	21937
1161	14187	21916
1162	14202	21908
1163	14217	21899
1164	14231	21891
1165	14235	21866
1166	14250	21857
1167	14265	21849
1168	14281	21843
1169	14295	21834
1170	14311	21827
1171	14314	21801
1172	14329	21794
1173	14335	21772
1174	14350	21764
1175	14366	21757
1176	14376	21742
1177	14392	21735
1178	14407	21727
1179	14420	21716
1180	14435	21708
1181	14441	21687
1182	14455	21677
1183	14459	21652
1184	14475	21645
1185	14480	21622
1186	14490	21607
1187	14505	21599
1188	14520	21590
1189	14535	21582
1190	14538	21557
1191	14551	21545
1192	14564	21535
1193	14579	21526
1194	14593	21517
1195	14608	21508
1196	14615	21490
1197	14619	21466
1198	14635	21458
1199	14649	21449
1200	14653	21424
1201	14668	21416
1202	14682	21407
1203	14697	21398
1204	14710	21388
1205	14713	21363
1206	14723	21347
1207	14738	21338
1208	14743	21315
1209	14747	21292
1210	14762	21284
1211	14766	21259
1212	14771	21238
1213	14785	21228
1214	14800	21220
1215	14815	21211
1216	14830	21203
1217	14845	21195
1218	14859	21186
1219	14863	21162
1220	14877	21153
1221	14892	21144
1222	14908	21137
1223	14923	21129
1224	14937	21120
1225	14951	21109
1226	14965	21100
1227	14976	21086
1228	14991	21078
1229	15006	21070
1230	15022	21062
1231	15035	21052
1232	15038	21027
1233	15053	21018
1234	15067	21008
1235	15081	20999
1236	15096	20991
1237	15112	20983
1238	15126	20974
1239	15142	20967
1240	15147	20944
1241	15163	20937
1242	15177	20928
1243	15192	20920
1244	15208	20913
1245	15224	20906
1246	15239	20898
1247	15254	20889
1248	15269	20881
1249	15283	20871
1250	15298	20862
1251	15314	20855
1252	15329	20846
1253	15343	20837
1254	15347	20813
1255	15362	20805
1256	15377	20797
1257	15392	20788
1258	15407	20779
1259	15422	20770
1260	15437	20762
1261	15451	20753
1262	15467	20746
1263	15482	20737
1264	15498	20729
1265	15511	20719
1266	15525	20709
1267	15540	20700
1268	15554	20689
1269	15568	20680
1270	15582	20670
1271	15587	20649
1272	15593	20628
1273	15608	20619
1274	15623	20610
1275	15638	20601
1276	15652	20592
1277	15666	20582
1278	15681	20573
1279	15696	20565
1280	15711	20556
1281	15725	20546
1282	15739	20536
1283	15753	20526
1284	15768	20517
1285	15784	20510
1286	15789	20487
1287	15804	20479
1288	15819	20470
1289	15833	20460
1290	15848	20451
1291	15854	20431
1292	15869	20422
1293	15884	20413
1294	15894	20398
1295	15908	20389
1296	15923	20380
1297	15938	20371
1298	15954	20363
1299	15967	20352
1300	15982	20343
1301	15997	20334
1302	16011	20325
1303	16026	20315
1304	16040	20305
1305	16055	20297
1306	16070	20287
1307	16084	20278
1308	16099	20269
1309	16113	20259
1310	16128	20249
1311	16141	20238
1312	16156	20229
1313	16162	20208
1314	16176	20199
1315	16191	20189
1316	16206	20180
1317	16213	20161
1318	16218	20141
1319	16224	20120
1320	16229	20099
1321	16234	20077
1322	16239	20057
1323	16254	20048
1324	16269	20038
1325	16283	20028
1326	16298	20020
1327	16313	20011
1328	16328	20002
1329	16342	19991
1330	16346	19969
1331	16360	19959
1332	16375	19949
1333	16390	19941
1334	16405	19932
1335	16408	19908
1336	16423	19899
1337	16429	19880
1338	16443	19869
1339	16456	19858
1340	16461	19837
1341	16476	19828
1342	16483	19810
1343	16495	19797
1344	16500	19775
1345	16514	19766
1346	16528	19756
1347	16543	19746
1348	16556	19735
1349	16571	19725
1350	16582	19712
1351	16587	19691
1352	16601	19681
1353	16615	19670
1354	16630	19661
1355	16644	19651
1356	16659	19643
1357	16664	19621
1358	16678	19611
1359	16694	19603
1360	16705	19590
1361	16719	19579
1362	16734	19571
1363	16749	19561
1364	16763	19551
1365	16777	19541
1366	16793	19532
1367	16807	19522
1368	16811	19501
1369	16826	19491
1370	16829	19468
1371	16834	19448
1372	16837	19425
1373	16848	19411
1374	16863	19402
1375	16878	19392
1376	16893	19383
1377	16907	19373
1378	16916	19357
1379	16931	19348
1380	16935	19326
1381	16949	19316
1382	16964	19307
1383	16979	19298
1384	16995	19289
1385	17009	19280
1386	17025	19271
1387	17041	19263
1388	17055	19253
1389	17065	19238
1390	17080	19229
1391	17095	19220
1392	17111	19211
1393	17125	19201
1394	17135	19187
1395	17150	19177
1396	17164	19167
1397	17178	19157
1398	17192	19146
1399	17206	19136
1400	17222	19127
1401	17236	19117
1402	17252	19109
1403	17268	19100
1404	17283	19091
1405	17297	19081
1406	17312	19071
1407	17326	19061
1408	17341	19051
1409	17356	19042
1410	17370	19032
1411	17384	19022
1412	17398	19011
1413	17409	18997
1414	17423	18987
1415	17427	18966
1416	17442	18957
1417	17455	18944
1418	17469	18935
1419	17483	18924
1420	17487	18902
1421	17502	18893
1422	17517	18883
1423	17532	18874
1424	17547	18864
1425	17561	18854
1426	17567	18835
1427	17580	18823
1428	17595	18814
1429	17599	18793
1430	17609	18778
1431	17623	18768
1432	17629	18748
1433	17635	18729
1434	17649	18719
1435	17665	18710
1436	17680	18701
1437	17686	18682
1438	17700	18672
1439	17714	18661
1440	17729	18651
1441	17743	18641
1442	17757	18631
1443	17761	18610
1444	17777	18601
1445	17791	18591
1446	17796	18571
1447	17810	18561
1448	17825	18551
1449	17841	18542
1450	17854	18531
1451	17869	18522
1452	17884	18511
1453	17899	18502
1454	17914	18492
1455	17918	18472
1456	17933	18462
1457	17936	18440
1458	17941	18421
1459	17951	18405
1460	17956	18386
1461	17970	18376
1462	17983	18365
1463	17998	18354
1464	18013	18345
1465	18018	18326
1466	18032	18315
1467	18046	18304
1468	18061	18294
1469	18075	18284
1470	18082	18266
1471	18097	18257
1472	18104	18239
1473	18119	18229
1474	18134	18221
1475	18149	18211
1476	18164	18200
1477	18176	18189
1478	18192	18180
1479	18206	18169
1480	18220	18159
1481	18235	18149
1482	18239	18128
1483	18253	18118
1484	18258	18098
1485	18272	18088
1486	18287	18078
1487	18302	18068
1488	18317	18058
1489	18332	18049
1490	18346	18039
1491	18350	18018
1492	18365	18008
1493	18375	17994
1494	18391	17985
1495	18405	17974
1496	18417	17962
1497	18432	17952
1498	18447	17943
1499	18463	17933
1500	18477	17923
1501	18485	17906
1502	18488	17885
1503	18493	17865
1504	18508	17856
1505	18523	17846
1506	18530	17829
1507	18544	17819
1508	18558	17808
1509	18573	17798
1510	18587	17788
1511	18602	17778
1512	18616	17767
1513	18631	17757
1514	18646	17748
1515	18661	17737
1516	18675	17727
1517	18690	17717
1518	18705	17707
1519	18719	17697
1520	18734	17687
1521	18748	17677
1522	18764	17667
1523	18779	17657
1524	18793	17646
1525	18797	17627
1526	18812	17617
1527	18817	17597
1528	18823	17579
1529	18832	17564
1530	18845	17553
1531	18859	17542
1532	18874	17532
1533	18889	17522
1534	18905	17513
1535	18920	17503
1536	18934	17492
1537	18938	17473
1538	18953	17463
1539	18965	17450
1540	18972	17433
1541	18987	17423
1542	19002	17413
1543	19014	17401
1544	19020	17382
1545	19035	17372
1546	19038	17352
1547	19044	17334
1548	19058	17323
1549	19073	17313
1550	19088	17303
1551	19092	17284
1552	19107	17274
1553	19113	17255
1554	19126	17244
1555	19130	17224
1556	19145	17215
1557	19149	17195
1558	19163	17184
1559	19178	17174
1560	19182	17154
1561	19196	17144
1562	19206	17129
1563	19221	17119
1564	19235	17109
1565	19239	17089
1566	19253	17078
1567	19268	17068
1568	19283	17058
1569	19296	17047
1570	19311	17037
1571	19314	17017
1572	19328	17006
1573	19343	16996
1574	19358	16985
1575	19365	16969
1576	19379	16958
1577	19394	16948
1578	19410	16939
1579	19424	16929
1580	19439	16918
1581	19454	16908
1582	19468	16898
1583	19483	16888
1584	19497	16877
1585	19512	16867
1586	19527	16857
1587	19544	16848
1588	19558	16838
1589	19573	16828
1590	19588	16818
1591	19603	16808
1592	19618	16797
1593	19622	16778
1594	19626	16759
1595	19641	16749
1596	19644	16729
1597	19659	16719
1598	19674	16709
1599	19687	16697
1600	19701	16686
1601	19715	16675
1602	19730	16666
1603	19737	16649
1604	19752	16638
1605	19766	16627
1606	19780	16616
1607	19795	16606
1608	19811	16597
1609	19825	16586
1610	19834	16571
1611	19848	16561
1612	19863	16551
1613	19878	16541
1614	19892	16529
1615	19905	16518
1616	19912	16501
1617	19926	16490
1618	19940	16479
1619	19955	16469
1620	19969	16458
1621	19984	16448
1622	19999	16438
1623	20013	16427
1624	20024	16413
1625	20036	16401
1626	20051	16391
1627	20054	16371
1628	20069	16360
1629	20083	16350
1630	20099	16340
1631	20103	16321
1632	20118	16311
1633	20132	16300
1634	20146	16289
1635	20161	16279
1636	20175	16268
1637	20190	16258
1638	20205	16248
1639	20218	16236
1640	20225	16219
1641	20240	16209
1642	20255	16199
1643	20269	16188
1644	20283	16177
1645	20298	16167
1646	20311	16155
1647	20314	16136
1648	20329	16125
1649	20333	16106
1650	20339	16089
1651	20354	16079
1652	20369	16068
1653	20383	16058
1654	20399	16048
1655	20402	16029
1656	20412	16014
1657	20427	16004
1658	20432	15986
1659	20446	15975
1660	20461	15965
1661	20475	15954
1662	20490	15943
1663	20504	15933
1664	20511	15916
1665	20517	15899
1666	20524	15883
1667	20538	15872
1668	20553	15861
1669	20559	15844
1670	20575	15834
1671	20590	15824
