iter	MultiClass
484	0.7794316877
485	0.7792978188
486	0.7790125703
487	0.778821584
488	0.7786467047
489	0.7784448929
490	0.7784221537
491	0.7782244484
492	0.7779490948
493	0.7776482852
494	0.7774181177
495	0.7771749167
496	0.7770635841
497	0.7767761721
498	0.7766268405
499	0.7763331374
500	0.776092562
501	0.7758360229
502	0.7756017435
503	0.7753802026
504	0.7752089312
505	0.7749332392
506	0.7748140417
507	0.7745983134
508	0.7744200779
509	0.7742140909
510	0.7739973162
511	0.7737704289
512	0.7736053838
513	0.7732997121
514	0.7731647834
515	0.7731456702
516	0.7730954811
517	0.7728887685
518	0.7726043031
519	0.7723537998
520	0.7722417157
521	0.7720611699
522	0.7718346745
523	0.7716192761
524	0.7714201758
525	0.7712293405
526	0.7710235663
527	0.7708039583
528	0.7705970559
529	0.7704098627
530	0.7701780078
531	0.7699223806
532	0.7698737517
533	0.7697478394
534	0.7695009225
535	0.7692418387
536	0.7690027434
537	0.7687777409
538	0.768614185
539	0.7684060381
540	0.7682307145
541	0.7681757551
542	0.7679449848
543	0.7679292309
544	0.7676862429
545	0.7674715157
546	0.7673263591
547	0.767253172
548	0.7670081797
549	0.7669557501
550	0.7667549335
551	0.766552714
552	0.7664257232
553	0.7662700161
554	0.7660711645
555	0.7660148991
556	0.7658790132
557	0.7656362646
558	0.765448561
559	0.7652739477
560	0.7650513065
561	0.7648633151
562	0.7647119557
563	0.7644827345
564	0.7643499776
565	0.764138151
566	0.7639710628
567	0.7637616319
568	0.7636463584
569	0.763444301
570	0.7632605911
571	0.7630854217
572	0.7628797084
573	0.7627376981
574	0.7625812157
575	0.7623326976
576	0.7622039314
577	0.7620230164
578	0.7618819333
579	0.7618696616
580	0.7616477312
581	0.761490845
582	0.7613129168
583	0.7611333081
584	0.7610678572
585	0.7608723742
586	0.7608225889
587	0.7606532296
588	0.7606417155
589	0.7606165428
590	0.7606051949
591	0.7604277803
592	0.7602522665
593	0.7600690387
594	0.7599443587
595	0.7597922879
596	0.759627571
597	0.7594486469
598	0.7592985352
599	0.7592813973
600	0.759147282
601	0.7591120107
602	0.7589731448
603	0.7589146113
604	0.7587550224
605	0.7586047356
606	0.7583915339
607	0.758381458
608	0.7582150506
609	0.7580413951
610	0.7579690123
611	0.7578183692
612	0.7576794813
613	0.7576047233
614	0.7574431574
615	0.7572573985
616	0.7570603083
617	0.756840403
618	0.7567469984
619	0.7566220777
620	0.7564747655
621	0.7563244304
622	0.7561680995
623	0.75609172
624	0.7559457447
625	0.7557582547
626	0.7555727393
627	0.7555565822
628	0.7554772584
629	0.7554686236
630	0.7552776594
631	0.7551592946
632	0.7550157402
633	0.7548787135
634	0.7547559744
635	0.7545518154
636	0.7543992561
637	0.7542871762
638	0.754252109
639	0.7541911549
640	0.7541016966
641	0.7539587722
642	0.753878632
643	0.7537079869
644	0.7535283582
645	0.7533537473
646	0.7532441356
647	0.7530565744
648	0.7529288188
649	0.7528238494
650	0.7526372284
651	0.7524934261
652	0.7523363175
653	0.7521796637
654	0.7520383381
655	0.7518675041
656	0.7517261961
657	0.7515470224
658	0.751317587
659	0.7512175539
660	0.7510606689
661	0.7509507424
662	0.7508496756
663	0.7506972388
664	0.7505881216
665	0.7504590566
666	0.7502721262
667	0.7501259393
668	0.7499944188
669	0.7498536957
670	0.7497004517
671	0.7495779349
672	0.7494592419
673	0.7493009436
674	0.7492074225
675	0.7490643129
676	0.7489280665
677	0.7488074466
678	0.7486721798
679	0.7485480986
680	0.7483878933
681	0.7482844947
682	0.7481270883
683	0.7480176692
684	0.7479249317
685	0.7477350689
686	0.7477227309
687	0.747569484
688	0.7473891362
689	0.7472343033
690	0.7470699499
691	0.7469162005
692	0.7467974278
693	0.7466618247
694	0.7466132328
695	0.7464719192
696	0.7463776212
697	0.7462691791
698	0.7461553517
699	0.7461380471
700	0.7460777007
701	0.7459892749
702	0.7458892191
703	0.7457329018
704	0.7454852638
705	0.7453705912
706	0.7451653199
707	0.7450303558
708	0.7449306209
709	0.7448898467
710	0.7447550307
711	0.7446593792
712	0.7445075859
713	0.7443756167
714	0.7443708262
715	0.7443660706
716	0.7441819365
717	0.7440409195
718	0.7439066062
719	0.7437814658
720	0.7436892387
721	0.7435400445
722	0.7434779411
723	0.7434683695
724	0.7433552844
725	0.7431987461
726	0.7430140681
727	0.7429299743
728	0.742795237
729	0.7427909227
730	0.7426931273
731	0.7425812727
732	0.7425748459
733	0.7424596696
734	0.742320229
735	0.7422272493
736	0.7420522908
737	0.7419180502
738	0.7417766405
739	0.7416580865
740	0.7415875718
741	0.7414429816
742	0.7413670786
743	0.7412389926
744	0.7410753682
745	0.7409661556
746	0.7409009055
747	0.7408086155
748	0.7406813209
749	0.7405120088
750	0.7404400617
751	0.7403234324
752	0.7403026263
753	0.7401805612
754	0.7400482044
755	0.7399865381
756	0.7399829642
757	0.7398413135
758	0.7397314276
759	0.7396158267
760	0.7395034614
761	0.7394037524
762	0.7392427731
763	0.7391406337
764	0.7391372575
765	0.7390958705
766	0.7390080755
767	0.738893267
768	0.7388322347
769	0.7387114519
770	0.7385493097
771	0.738398803
772	0.7383248942
773	0.7382120671
774	0.7380865085
775	0.7380426479
776	0.7379180419
777	0.7377205471
778	0.7376206077
779	0.7374905922
780	0.737404048
781	0.7373374855
782	0.7373015821
783	0.7372225798
784	0.7371389949
785	0.7370543112
786	0.7369484283
787	0.7369063233
788	0.7368042913
789	0.7367748647
790	0.7366429906
791	0.7365210778
792	0.7364166959
793	0.7362952899
794	0.7362105164
795	0.7360754141
796	0.7359676218
797	0.7358928435
798	0.735788713
799	0.7356935862
800	0.7355680319
801	0.7354893063
802	0.7353997283
803	0.735287158
804	0.7352022599
805	0.7350935758
806	0.7350041348
807	0.7348739054
808	0.7348241067
809	0.7347553451
810	0.734650522
811	0.7345472469
812	0.7344435881
813	0.7343384252
814	0.7342520068
815	0.7341513204
816	0.7340941805
817	0.7339632558
818	0.7338357587
819	0.7337929822
820	0.7336672548
821	0.7335764749
822	0.7334502794
823	0.7333855224
824	0.7332437427
825	0.7332225852
826	0.733135272
827	0.7330170865
828	0.7329368585
829	0.732849682
830	0.7327542139
831	0.7326919137
832	0.7326450566
833	0.7325521407
834	0.7324425071
835	0.7323226024
836	0.7321705906
837	0.7321359965
838	0.7320483232
839	0.7319530506
840	0.731862714
841	0.7317792897
842	0.7316297642
843	0.7315767169
844	0.7315571823
845	0.7314544689
846	0.7313683989
847	0.7312797671
848	0.731235017
849	0.7311650028
850	0.7310804233
851	0.7309755725
852	0.7309008274
853	0.7308763652
854	0.7308511997
855	0.7307846882
856	0.730698073
857	0.7306963254
858	0.7306335922
859	0.7306128028
860	0.7306110567
861	0.7305011578
862	0.7304132985
863	0.7303228664
864	0.7302312245
865	0.7301601818
866	0.73015057
867	0.7300532333
868	0.7299957802
869	0.7299475578
870	0.7298202589
871	0.7297067894
872	0.729651219
873	0.7295679252
874	0.7294756595
875	0.7293919959
876	0.7292758615
877	0.7292441029
878	0.7291246421
879	0.7290530346
880	0.7289983311
881	0.7288836724
882	0.7287974322
883	0.7286554698
884	0.7285436564
885	0.7284470105
886	0.7283166179
887	0.7281779295
888	0.7281008378
889	0.7279854464
890	0.7279396019
891	0.727858003
892	0.7278082153
893	0.7277368922
894	0.7276872554
895	0.7276006956
896	0.7275391454
897	0.7275128761
898	0.7274291821
899	0.7273657761
900	0.7272986648
901	0.7272279367
902	0.7271650394
903	0.7270782179
904	0.726962954
905	0.72689846
906	0.7267630823
907	0.7266923543
908	0.7266629445
909	0.7266167068
910	0.7264846395
911	0.7264778541
912	0.7263939531
913	0.7262927783
914	0.7262140095
915	0.726184917
916	0.7260756951
917	0.7260373767
918	0.7259755931
919	0.7259513279
920	0.7258626004
921	0.7258370011
922	0.7257551031
923	0.7257128182
924	0.7256161951
925	0.7255531756
926	0.7255135101
927	0.7255066106
928	0.7254442525
929	0.7254379609
930	0.7254137812
931	0.7253289945
932	0.7252244052
933	0.7251580161
934	0.7250533055
935	0.7249677835
936	0.7249003376
937	0.7248494961
938	0.7248023959
939	0.7248014118
940	0.7247775783
941	0.7247025019
942	0.7246263608
943	0.7245691483
944	0.7245114879
945	0.7244548854
946	0.7243795116
947	0.7243490885
948	0.7242750663
949	0.724235541
950	0.7242269107
951	0.724181817
952	0.7241222499
953	0.7240417675
954	0.7239543558
955	0.723887369
956	0.723881343
957	0.7237777356
958	0.7237063865
959	0.7235996529
960	0.7235917944
961	0.7234995782
962	0.7234382003
963	0.7233856823
964	0.7233194506
965	0.7232580789
966	0.7231556922
967	0.7230710514
968	0.7230048927
969	0.7230040932
970	0.7229421411
971	0.7228525896
972	0.7228064638
973	0.7227878639
974	0.7227682276
975	0.7226875167
976	0.7225968703
977	0.7225678926
978	0.7224944473
979	0.7224719818
980	0.7223823575
981	0.7223810802
982	0.7223158867
983	0.7222527811
984	0.7222010396
985	0.7221393529
986	0.7220189591
987	0.7219792986
988	0.72190353
989	0.7218187972
990	0.7217312552
991	0.7216886989
992	0.721630293
993	0.7215660427
994	0.7214622881
995	0.7213934515
996	0.7213051551
997	0.7212915357
998	0.7212330776
999	0.7211565015
1000	0.7211497873
1001	0.7211108305
1002	0.721038611
1003	0.720961053
1004	0.7209200431
1005	0.7208724329
1006	0.7208308262
1007	0.7207673399
1008	0.7206879678
1009	0.7206185657
1010	0.7205355158
1011	0.7204645647
1012	0.7204160427
1013	0.7203644629
1014	0.7202852147
1015	0.7202321783
1016	0.7201637354
1017	0.7201147483
1018	0.720030965
1019	0.7200166509
1020	0.7199756356
1021	0.7198267798
1022	0.7198251267
1023	0.7197472963
1024	0.7196788538
1025	0.7196128663
1026	0.7195565643
1027	0.7195501998
1028	0.7195208663
1029	0.719466177
1030	0.7193924316
1031	0.7193132131
1032	0.7192512619
1033	0.7191715971
1034	0.7191079966
1035	0.7190583648
1036	0.7190078486
1037	0.7189493437
1038	0.7188951227
1039	0.7188552851
1040	0.7187590911
1041	0.7187163107
1042	0.718617658
1043	0.718525524
1044	0.7184201641
1045	0.7183864414
1046	0.7183815192
1047	0.7183398749
1048	0.7182582715
1049	0.7182578176
1050	0.7181856028
1051	0.7181215731
1052	0.7181111905
1053	0.718036799
1054	0.7180293128
1055	0.717975553
1056	0.7178881158
1057	0.7178286448
1058	0.7177740281
1059	0.7176995051
1060	0.7176067949
1061	0.7175192917
1062	0.7174714375
1063	0.7174691524
1064	0.7174219257
1065	0.7173733817
1066	0.717295066
1067	0.717220441
1068	0.7171562293
1069	0.717112954
1070	0.7170450997
1071	0.7170065429
1072	0.7169141921
1073	0.7168502577
1074	0.7167889078
1075	0.7167490208
1076	0.7166553276
1077	0.7165914912
1078	0.7165565971
1079	0.7164939489
1080	0.7164226701
1081	0.7163458653
1082	0.7162930996
1083	0.7162699007
1084	0.7162474846
1085	0.7161666964
1086	0.7161661609
1087	0.7161107926
1088	0.7160569145
1089	0.7160038676
1090	0.715953128
1091	0.7159125831
1092	0.7158667456
1093	0.715762911
1094	0.7156877029
1095	0.715641016
1096	0.7155986491
1097	0.7155503033
1098	0.7154984354
1099	0.7154639526
1100	0.7154076554
1101	0.715316477
1102	0.7153039032
1103	0.7152678893
1104	0.7152482121
1105	0.715247903
1106	0.7152303215
1107	0.7152258828
1108	0.7151659328
1109	0.7150911429
1110	0.7149906545
1111	0.714968167
1112	0.714900467
1113	0.7148333597
1114	0.7147632041
1115	0.7147629151
1116	0.7147087188
1117	0.7146393733
1118	0.714576492
1119	0.714559262
1120	0.7145051316
1121	0.7144855953
1122	0.7144252173
1123	0.7143595963
1124	0.7143212583
1125	0.7143123658
1126	0.7142106733
1127	0.714174622
1128	0.7141074222
1129	0.714084109
1130	0.7140478386
1131	0.713976068
1132	0.7139219891
1133	0.7138742718
1134	0.7138143488
1135	0.7137416458
1136	0.7137344517
1137	0.7136891771
1138	0.7136574968
1139	0.7135737649
1140	0.7135735227
1141	0.7135375336
1142	0.7134949696
1143	0.7134524999
1144	0.7133977838
1145	0.7133526193
1146	0.7132945468
1147	0.7132789374
1148	0.7132581775
1149	0.7132348101
1150	0.7131855948
1151	0.713113725
1152	0.7130843627
1153	0.7130474369
1154	0.7130440427
1155	0.7129894924
1156	0.7129102605
1157	0.7128820155
1158	0.7128107892
1159	0.7127475658
1160	0.7126986275
1161	0.7126746918
1162	0.7126107238
1163	0.7125787919
1164	0.7125334409
1165	0.7125125624
1166	0.7124793447
1167	0.7124096465
1168	0.7123759754
1169	0.712317161
1170	0.7122695795
1171	0.7122693836
1172	0.7122463391
1173	0.7122059455
1174	0.7121759894
1175	0.7121137411
1176	0.7120559391
1177	0.7119934896
1178	0.7119468032
1179	0.7119100841
1180	0.7118416041
1181	0.7118264958
1182	0.7118055194
1183	0.7118051117
1184	0.7117263944
1185	0.7117071588
1186	0.7116583146
1187	0.7116098727
1188	0.7115668631
1189	0.7115330312
1190	0.7115328606
1191	0.7114954412
1192	0.711431217
1193	0.7113757717
1194	0.7113331131
1195	0.7112652068
1196	0.7112264981
1197	0.7112198308
1198	0.7111784685
1199	0.7111115903
1200	0.7111071325
1201	0.7110605553
1202	0.711035812
1203	0.7110027574
1204	0.7109787666
1205	0.7109786142
1206	0.7109295223
1207	0.7108804331
1208	0.7108750903
1209	0.7108471096
1210	0.7108052548
1211	0.7108051083
1212	0.7107685819
1213	0.710692458
1214	0.7106325799
1215	0.7105663069
1216	0.7105401827
1217	0.7104779349
1218	0.7104222983
1219	0.7104067121
1220	0.7103837526
1221	0.7103432207
1222	0.7103016271
1223	0.710237509
1224	0.7102081853
1225	0.7101626953
1226	0.7101164513
1227	0.7100707297
1228	0.710017763
1229	0.7099832578
1230	0.7098745971
1231	0.7098362289
1232	0.7098361023
1233	0.7097800513
1234	0.7097327712
1235	0.709691091
1236	0.709641053
1237	0.7095907366
1238	0.7095593534
1239	0.709517679
1240	0.7094980005
1241	0.7094171896
1242	0.7093560896
1243	0.7093124142
1244	0.7092410354
1245	0.709181855
1246	0.709150303
1247	0.7090916947
1248	0.7090535295
1249	0.7090126888
1250	0.7089705794
1251	0.7089240819
1252	0.7088869345
1253	0.7088364806
1254	0.7088363721
1255	0.7087976726
1256	0.7087654903
1257	0.7087209103
1258	0.7086786835
1259	0.7086310725
1260	0.7085831616
1261	0.7085220573
1262	0.7084799595
1263	0.708432301
1264	0.7083820724
1265	0.7083285735
1266	0.7082464376
1267	0.7082272887
1268	0.7081594201
1269	0.7081202474
1270	0.7080827218
1271	0.7080682602
1272	0.7080249158
1273	0.7079228106
1274	0.7078826885
1275	0.7078386468
1276	0.707817477
1277	0.7077635535
1278	0.7077397798
1279	0.7077123408
1280	0.7076816735
1281	0.7076613699
1282	0.7076224309
1283	0.7075592048
1284	0.7075169153
1285	0.7074434397
1286	0.7074415287
1287	0.7073952795
1288	0.7073639074
1289	0.7073456779
1290	0.7073026866
1291	0.7072652833
1292	0.7072273287
1293	0.7071698831
1294	0.707146403
1295	0.7071119642
1296	0.7070663313
1297	0.7070132513
1298	0.7069359675
1299	0.7068725203
1300	0.7068360325
1301	0.7068006826
1302	0.7067661074
1303	0.7067257759
1304	0.7066738078
1305	0.7066534841
1306	0.7066315872
1307	0.7065886957
1308	0.7065386527
1309	0.7064748437
1310	0.7064451189
1311	0.7063757833
1312	0.7062989956
1313	0.706287956
1314	0.7062170041
1315	0.7061859216
1316	0.7061390774
1317	0.7061004664
1318	0.7060744444
1319	0.7060608053
1320	0.7060578223
1321	0.7060532829
1322	0.7060013961
1323	0.705969889
1324	0.7059198953
1325	0.7058864698
1326	0.7058455164
1327	0.7058189539
1328	0.7057544468
1329	0.7056836731
1330	0.7056826918
1331	0.7056475754
1332	0.7055802059
1333	0.7055506534
1334	0.7054923486
1335	0.705492287
1336	0.7054614818
1337	0.7054364888
1338	0.7053793431
1339	0.7053401457
1340	0.7053362214
1341	0.7052351441
1342	0.7052117372
1343	0.7051778091
1344	0.7051432827
1345	0.7051106032
1346	0.7050256769
1347	0.7049891575
1348	0.7049594292
1349	0.7049104699
1350	0.7048341729
1351	0.7048194036
1352	0.7047767151
1353	0.7047602254
1354	0.7047265004
1355	0.7046914972
1356	0.7046666548
1357	0.7046610158
1358	0.7045995799
1359	0.7045295817
1360	0.7045048846
1361	0.704475726
1362	0.7044326335
1363	0.7044065742
1364	0.7043736461
1365	0.7043053952
1366	0.7042442006
1367	0.7042128907
1368	0.7042107558
1369	0.7041853739
1370	0.7041853264
1371	0.7041677987
1372	0.704167752
1373	0.7041298303
1374	0.7040892551
1375	0.704037458
1376	0.7039901198
1377	0.7039792972
1378	0.7039548228
1379	0.7039321191
1380	0.7039307836
1381	0.7038584084
1382	0.7038194406
1383	0.7037851864
1384	0.7037392929
1385	0.7036666669
1386	0.7036245607
1387	0.7035631531
1388	0.7035349813
1389	0.7035007361
1390	0.703422521
1391	0.7033893831
1392	0.7033483272
1393	0.7033099015
1394	0.7032797047
1395	0.7032433792
1396	0.7032229697
1397	0.7031540064
1398	0.7030834902
1399	0.7030597627
1400	0.7029934935
1401	0.7029769145
1402	0.7029399617
1403	0.7029159794
1404	0.7029024451
1405	0.7028544279
1406	0.7028221353
1407	0.702761076
1408	0.702723358
1409	0.702664758
1410	0.7026340838
1411	0.702605187
1412	0.7025644002
1413	0.7025085175
1414	0.7024698114
1415	0.702464116
1416	0.7024290238
1417	0.7023984284
1418	0.7023549508
1419	0.7023030059
1420	0.7023024836
1421	0.7022345317
1422	0.7022122379
1423	0.7021739969
1424	0.7021165586
1425	0.7020831191
1426	0.7020624423
1427	0.7020338717
1428	0.7020052927
1429	0.7020013667
1430	0.701936192
1431	0.7019293111
1432	0.7019252383
1433	0.7019107077
1434	0.7018778665
1435	0.701854706
1436	0.7018056526
1437	0.7017969545
1438	0.7017458779
1439	0.7017150717
1440	0.7016497433
1441	0.7016188475
1442	0.701581696
1443	0.7015816673
1444	0.7015250421
1445	0.7014797464
1446	0.7014751171
1447	0.7014511072
1448	0.7014137603
1449	0.7013677948
1450	0.7013160397
1451	0.7012547112
1452	0.7012295376
1453	0.7012022792
1454	0.7011848151
1455	0.7011827016
1456	0.7011160476
1457	0.7011160217
1458	0.7011010831
1459	0.7010496134
1460	0.7010359427
1461	0.7009940516
1462	0.70097589
1463	0.700958789
1464	0.700909632
1465	0.7009048861
1466	0.7008756591
1467	0.7008586989
1468	0.7008244505
1469	0.7007804649
1470	0.7007635231
1471	0.7007455924
1472	0.7007347945
1473	0.700686909
1474	0.7006473479
1475	0.7006237039
1476	0.7006022399
1477	0.7005669943
1478	0.7005499619
1479	0.7005234299
1480	0.7005033802
1481	0.7004610006
1482	0.7004521651
1483	0.7004114757
1484	0.7003923341
1485	0.7003613776
1486	0.7003401853
1487	0.700317547
1488	0.7002466966
1489	0.7001977611
1490	0.7001655988
1491	0.7001618421
1492	0.7001427315
1493	0.7001165179
1494	0.7001024675
1495	0.7000757831
1496	0.7000503289
1497	0.7000326814
1498	0.6999961594
1499	0.6999599444
1500	0.6999126645
1501	0.6999056208
1502	0.6999056021
1503	0.6998973002
1504	0.699857276
1505	0.6998166592
1506	0.6997840809
1507	0.6997388547
1508	0.6997071957
1509	0.699683212
1510	0.699643204
1511	0.6996226756
1512	0.6995866446
1513	0.6995572224
1514	0.6994851173
1515	0.6994576911
1516	0.6994194942
1517	0.699393377
1518	0.6993477698
1519	0.699293946
